"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genename","symbol","entrez"
"ENSG00000163923",82.9433789705164,-2.45316239008001,0.242596439585049,-10.1121120914884,4.88202597547499e-24,4.01066325677538e-23,"ribosomal protein L39 like","RPL39L","116832"
"ENSG00000114315",123.781913522491,2.76971002040867,0.204734711706041,13.5282873985015,1.06475347351232e-41,1.51616779638885e-40,"hes family bHLH transcription factor 1","HES1","3280"
"ENSG00000185112",747.773002441521,2.65534841445794,0.0952230065994063,27.8855762833527,3.99157446201235e-171,4.86180367116844e-169,"family with sequence similarity 43 member A","FAM43A","131583"
"ENSG00000174004",28.3483561931734,2.00237212077353,0.384007077567513,5.2144146234427,1.84398605959688e-07,6.29089503387474e-07,"negative regulator of reactive oxygen species","NRROS","375387"
"ENSG00000013810",552.986640142839,-2.54495894956265,0.103319860091495,-24.6318466489304,5.76033024210213e-134,4.28766399535865e-132,"transforming acidic coiled-coil containing protein 3","TACC3","10460"
"ENSG00000185818",14.1384375688828,2.23453109655612,0.562208517705891,3.97455930705958,7.0509691227597e-05,0.000186264891434365,"N-acetyltransferase 8 like","NAT8L","339983"
"ENSG00000168824",98.7057455599554,3.01075542254412,0.247873958291648,12.1463159877476,6.0009206974119e-34,6.79274725333768e-33,"neuronal vesicle trafficking associated 1","NSG1","27065"
"ENSG00000170891",35.5822887576156,-2.62187632618591,0.356618493873712,-7.35204811647931,1.9519251089031e-13,9.91298148001858e-13,"cytokine like 1","CYTL1","54360"
"ENSG00000109805",341.700815482402,-2.9941945237303,0.130956218002877,-22.8640882379829,1.05839916732133e-115,5.73481137058154e-114,"non-SMC condensin I complex subunit G","NCAPG","64151"
"ENSG00000145147",601.510428483162,-2.6863081902841,0.0934361677954649,-28.7501965637602,9.00647321371556e-182,1.26416573546419e-179,"slit guidance ligand 2","SLIT2","9353"
"ENSG00000121895",97.3293035011483,2.23002628329344,0.22194855524479,10.0474917749923,9.42353963962104e-24,7.6604593055011e-23,"transmembrane protein 156","TMEM156","80008"
"ENSG00000182308",2.50576531263447,3.63918208108134,1.52769922078683,2.38213257659908,0.0172126993112473,0.0324773732491567,"DDB1 and CUL4 associated factor 4 like 1","DCAF4L1","285429"
"ENSG00000183783",9.4117335376046,3.30256006704938,0.804410517210204,4.1055654996942,4.03326976116972e-05,0.000109429914838217,"potassium channel tetramerization domain containing 8","KCTD8","386617"
"ENSG00000151834",575.342157756052,3.89205191840207,0.222009642223488,17.5310039664138,8.30893420023725e-69,2.12599083755376e-67,"gamma-aminobutyric acid type A receptor subunit alpha2","GABRA2","2555"
"ENSG00000109158",32.3023324609356,2.20689363924972,0.359698252169814,6.13540273253215,8.49437257414541e-10,3.45161464013662e-09,"gamma-aminobutyric acid type A receptor subunit alpha4","GABRA4","2557"
"ENSG00000226887",11.9943138057467,3.40217383826375,0.723670973981213,4.70127165602206,2.58546277607579e-06,7.95004180968184e-06,"endogenous retrovirus group MER34 member 1, envelope","ERVMER34-1","100288413"
"ENSG00000128045",91.2973239768627,3.29009902601888,0.261911558876664,12.5618702745693,3.42148210613063e-36,4.1231237350902e-35,"RAS like family 11 member B","RASL11B","65997"
"ENSG00000128052",158.249549565563,8.82208547361031,1.03474164866556,8.52588226731534,1.5164944832082e-17,9.38291171012698e-17,"kinase insert domain receptor","KDR","3791"
"ENSG00000171476",11.8032425178762,-3.08512997566876,0.66393100196157,-4.64676294156141,3.3718426721855e-06,1.02758927424876e-05,"HOP homeobox","HOPX","84525"
"ENSG00000150471",361.934827073375,4.01054310964165,0.163786564865169,24.4863985818567,2.06226406108009e-132,1.51212177772131e-130,"adhesion G protein-coupled receptor L3","ADGRL3","23284"
"ENSG00000145242",27.7228881038375,3.21304016955673,0.820054620676364,3.9180806845606,8.92568322013326e-05,0.000232949741983928,"EPH receptor A5","EPHA5","2044"
"ENSG00000081051",5.77137993126952,-4.13630031848123,1.20806013258925,-3.42391922959651,0.000617249637984728,0.00145575694745062,"alpha fetoprotein","AFP","174"
"ENSG00000169429",474.860270115843,3.62731884629865,0.290195682161104,12.4995617415317,7.5063957111319e-36,9.00156712698633e-35,"C-X-C motif chemokine ligand 8","CXCL8","3576"
"ENSG00000124875",15.6239336094411,4.42713939965121,0.811894297091131,5.45285194823124,4.95683369243741e-08,1.77057234510767e-07,"C-X-C motif chemokine ligand 6","CXCL6","6372"
"ENSG00000163739",89.969932192717,5.35622764368183,0.822396353471017,6.51295159697056,7.36882611260182e-11,3.21878361729477e-10,"C-X-C motif chemokine ligand 1","CXCL1","2919"
"ENSG00000163735",26.7226430125158,2.59935693118384,0.447158248876739,5.81305821308994,6.13417176288927e-09,2.34880289533547e-08,"C-X-C motif chemokine ligand 5","CXCL5","6374"
"ENSG00000163734",33.6805951969965,5.21854549724583,0.698550979034129,7.47052921529277,7.98729344032003e-14,4.14933841111867e-13,"C-X-C motif chemokine ligand 3","CXCL3","2921"
"ENSG00000081041",10.029168068751,3.40156313021361,0.803987268631245,4.23086690912983,2.32792386446381e-05,6.47460689082235e-05,"C-X-C motif chemokine ligand 2","CXCL2","2920"
"ENSG00000124882",475.977843695234,3.83127009054048,0.208831238988935,18.3462498670684,3.53698289660071e-75,1.00827957311608e-73,"epiregulin","EREG","2069"
"ENSG00000109321",3907.19054249844,7.47916568575078,0.288067503948618,25.9632398074474,1.28882642605824e-148,1.15119538589372e-146,"amphiregulin","AREG","374"
"ENSG00000169116",30.6343106330526,2.09558472594512,0.366974548379423,5.71043614659197,1.12687011323816e-08,4.23884934377334e-08,"prostate androgen-regulated mucin-like protein 1","PARM1","25849"
"ENSG00000138772",26.1026152491626,-2.04562129459089,0.39420167850978,-5.1892759623045,2.11113332862564e-07,7.17405649003567e-07,"annexin A3","ANXA3","306"
"ENSG00000138675",1899.0947019017,-2.09456336867563,0.139261799152052,-15.0404732771598,3.98689473879384e-51,7.04542621826662e-50,"fibroblast growth factor 5","FGF5","2250"
"ENSG00000118777",191.950750642772,2.67194143274958,0.174051784707591,15.3514164605578,3.46536498319007e-53,6.39205871367399e-52,"ATP binding cassette subfamily G member 2 (Junior blood group)","ABCG2","9429"
"ENSG00000185477",2.45456827670128,4.6607890251475,1.51157078865521,3.08340771079205,0.0020464457352911,0.00450291389171696,"GPRIN family member 3","GPRIN3","285513"
"ENSG00000145335",49.9113385245775,2.08308396692351,0.288728971160246,7.21466903218171,5.4065311025922e-13,2.67926884297256e-12,"synuclein alpha","SNCA","6622"
"ENSG00000138778",450.871623803202,-2.60090358368587,0.107886183106645,-24.1078468881866,2.06826294989349e-128,1.4177702025828e-126,"centromere protein E","CENPE","1062"
"ENSG00000155011",7.97124197947323,-4.60136834203691,1.14804915910529,-4.00798894850714,6.12379852102601e-05,0.000162793186513134,"dickkopf WNT signaling pathway inhibitor 2","DKK2","27123"
"ENSG00000138795",161.116339780714,3.74650853799042,0.224859086860283,16.6615838848369,2.49333111749254e-62,5.59310715519102e-61,"lymphoid enhancer binding factor 1","LEF1","51176"
"ENSG00000145386",450.26224000273,-3.10889812507266,0.120040919908216,-25.898652954757,6.89649728877979e-148,6.08626209832554e-146,"cyclin A2","CCNA2","890"
"ENSG00000164056",77.7355220079741,2.05081062057116,0.245448433841592,8.355362421643,6.52321217019323e-17,3.90968283710077e-16,"sprouty RTK signaling antagonist 1","SPRY1","10252"
"ENSG00000142731",110.320153551081,-2.41840246676942,0.208714146975345,-11.5871516225256,4.78791018111047e-31,4.90029307286153e-30,"polo like kinase 4","PLK4","10733"
"ENSG00000137463",78.2642859502959,-2.17078500080967,0.228622459801674,-9.49506449494413,2.2007510399568e-21,1.63152257680499e-20,"mitochondria localized glutamic acid rich protein","MGARP","84709"
"ENSG00000137473",2.78393830919451,4.8383796199036,1.47378393873328,3.28296400357179,0.00102721781419997,0.00235650641193194,"tetratricopeptide repeat domain 29","TTC29","83894"
"ENSG00000151617",710.546799779895,2.15452232893399,0.0832907838824272,25.8674757098613,1.54742484457086e-147,1.35749686662413e-145,"endothelin receptor type A","EDNRA","1909"
"ENSG00000181541",113.019258575418,-2.89489496209926,0.227270657257496,-12.7376538486417,3.65213021735032e-37,4.54603844115786e-36,"mab-21 like 2","MAB21L2","10586"
"ENSG00000121211",15.4715839935867,-2.4525100887506,0.53595099295482,-4.57599691201121,4.73957534719601e-06,1.42177613407236e-05,"meiotic nuclear divisions 1","MND1","84057"
"ENSG00000196104",3.0537154881243,3.92329504483987,1.45671973456228,2.69323944184689,0.00707614303396482,0.0143017273772043,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3","SPOCK3","50859"
"ENSG00000109511",12.898715568313,3.21938954285994,0.687544763433892,4.68244354997474,2.83475266657514e-06,8.69300557635963e-06,"annexin A10","ANXA10","11199"
"ENSG00000150628",3.73796238289649,-2.8856870710729,1.15556327190653,-2.49721252070592,0.0125173913550413,0.024261088083982,"spermatogenesis associated 4","SPATA4","132851"
"ENSG00000164122",3.35833022129466,-2.68750833160014,1.16361030391121,-2.30962919679096,0.0209086917458414,0.0387609542085284,"ankyrin repeat and SOCS box containing 5","ASB5","140458"
"ENSG00000109674",36.0477220192735,-3.16666886593845,0.404205333571156,-7.83430747427531,4.7143383269519e-15,2.59350198815293e-14,"nei like DNA glycosylase 3","NEIL3","55247"
"ENSG00000151725",132.714236498326,-3.03907518287978,0.211017229420548,-14.402023906887,5.02501561980562e-47,8.01500868016183e-46,"centromere protein U","CENPU","79682"
"ENSG00000164342",3.51765533707121,-4.32310170418479,1.41632029950506,-3.05234748502548,0.00227059083981204,0.00496498038533381,"toll like receptor 3","TLR3","7098"
"ENSG00000066230",63.7062225791386,2.60456293730224,0.279869034345424,9.30636339741536,1.32284108638795e-20,9.42292505132216e-20,"solute carrier family 9 member A3","SLC9A3","6550"
"ENSG00000071539",271.294566270165,-2.53724646457609,0.144068353157509,-17.6114074254887,2.01375054826362e-69,5.206781680756e-68,"thyroid hormone receptor interactor 13","TRIP13","9319"
"ENSG00000145506",3.93151698607067,4.30247089764636,1.38614679844592,3.10390710599344,0.00190983284751098,0.00421742830485719,"NKD inhibitor of WNT signaling pathway 2","NKD2","85409"
"ENSG00000145569",67.800879718123,3.86511204491216,0.34461368336614,11.215782284552,3.41156421002346e-29,3.31441221669913e-28,"OTU deubiquitinase with linear linkage specificity like","OTULINL","54491"
"ENSG00000113387",1168.42585268541,-2.03750868096321,0.0744625124096971,-27.3628785146641,7.58877530149018e-165,8.40927596942574e-163,"SUB1 regulator of transcription","SUB1","10923"
"ENSG00000113494",11.8692921457661,-2.31703808695214,0.612805866240017,-3.78103117904004,0.000156180110611337,0.000396380656137402,"prolactin receptor","PRLR","5618"
"ENSG00000168621",298.434562927483,3.53230156284069,0.162968329257622,21.674773122677,3.54982011078663e-104,1.66086504104042e-102,"glial cell derived neurotrophic factor","GDNF","2668"
"ENSG00000112964",26.8572917152289,-2.67979335525887,0.418560087207403,-6.40241016084028,1.5294312588189e-10,6.53734277623924e-10,"growth hormone receptor","GHR","2690"
"ENSG00000177453",7.74492240681012,-2.01131032533393,0.724710791813796,-2.77532823859302,0.00551460197192338,0.011368611534789,"NIM1 serine/threonine protein kinase","NIM1K","167359"
"ENSG00000164283",39.798169344581,-2.34616362507686,0.324225162894661,-7.23621696764824,4.61373026006181e-13,2.29487534838984e-12,"endothelial cell specific molecule 1","ESM1","11082"
"ENSG00000035499",53.6399081364249,-2.32435911200721,0.280737384860244,-8.27947839282008,1.23715978671289e-16,7.3402821805856e-16,"DEP domain containing 1B","DEPDC1B","55789"
"ENSG00000134057",780.375869741297,-2.66975909690721,0.0850915116619659,-31.3751518190567,4.41710004927351e-216,9.04155840641569e-214,"cyclin B1","CCNB1","891"
"ENSG00000153044",66.1878385608816,-2.51010821695463,0.264926951253465,-9.47471823866317,2.67481602424976e-21,1.97799491045625e-20,"centromere protein H","CENPH","64946"
"ENSG00000205572",2.68178740059858,3.7072580129857,1.47327264051026,2.51634212911312,0.0118580011175275,0.0231198862905306,"small EDRK-rich factor 1A","SERF1A","8293"
"ENSG00000145703",61.8223319848084,2.55412278843242,0.27839961122151,9.17430443679832,4.54499104714307e-20,3.15367599118618e-19,"IQ motif containing GTPase activating protein 2","IQGAP2","10788"
"ENSG00000164251",2348.7701339719,3.34450833213609,0.069071757265524,48.4207795565301,0,0,"F2R like trypsin receptor 1","F2RL1","2150"
"ENSG00000175471",88.2467406077237,3.92621260250899,0.318529597108732,12.326052706395,6.55814078753395e-35,7.68925051127091e-34,"multiple C2 and transmembrane domain containing 1","MCTP1","79772"
"ENSG00000172795",852.701537725169,2.13206737939772,0.0770835743691435,27.6591660006257,2.16519900489974e-168,2.53259547096924e-166,"decapping mRNA 2","DCP2","167227"
"ENSG00000184838",1048.67798618006,2.27794331497044,0.0824087394895211,27.6420113823013,3.48151090056969e-168,4.04019745296033e-166,"proline rich 16","PRR16","51334"
"ENSG00000113368",458.103921938047,-2.36416749937348,0.108156831675834,-21.8586978070818,6.42510265354632e-106,3.06450365397947e-104,"lamin B1","LMNB1","4001"
"ENSG00000113396",5.73413891357101,3.38606678891872,1.05078174959528,3.22242634136243,0.00127109843215395,0.00287960021645709,"solute carrier family 27 member 6","SLC27A6","28965"
"ENSG00000112984",587.875352632019,-3.36365680001686,0.112773759026449,-29.8265911241636,1.76651997414319e-195,3.06293780928498e-193,"kinesin family member 20A","KIF20A","10112"
"ENSG00000158402",53.7934307925121,-2.88735130512039,0.312580152039322,-9.23715497059827,2.53138288347415e-20,1.7807885888612e-19,"cell division cycle 25C","CDC25C","995"
"ENSG00000204967",3.89445981286963,3.3279212287779,1.26619561487396,2.62828364723817,0.00858169253584161,0.0171122966571822,"protocadherin alpha 4","PCDHA4","56144"
"ENSG00000112852",50.949124547636,2.45351155593804,0.303736915381822,8.07775226417169,6.59714570184651e-16,3.79355182808482e-15,"protocadherin beta 2","PCDHB2","56133"
"ENSG00000113205",9.77531824626817,2.41233704846363,0.671663033582924,3.59158823375352,0.000328668862097472,0.000803385872985055,"protocadherin beta 3","PCDHB3","56132"
"ENSG00000177839",22.155099279807,2.12113753307346,0.433829653772235,4.88933274761131,1.01178345021e-06,3.24731369538219e-06,"protocadherin beta 9","PCDHB9","56127"
"ENSG00000197479",12.085736057502,3.19560778719,0.694799163978934,4.59932589568702,4.23860260771469e-06,1.27695268259401e-05,"protocadherin beta 11","PCDHB11","56125"
"ENSG00000156463",29.2657464617272,-3.24386842489315,0.438691479210534,-7.39441858029884,1.4202834894056e-13,7.2580229080651e-13,"SH3 domain containing ring finger 2","SH3RF2","153769"
"ENSG00000169247",59.25969157849,-2.52839808983054,0.273404949709557,-9.24781388382507,2.29130883943102e-20,1.61575644380547e-19,"SH3 domain and tetratricopeptide repeats 2","SH3TC2","79628"
"ENSG00000172548",6.75498692786927,-2.6559844278885,0.816686083499867,-3.25214850791434,0.0011453616094548,0.00260861372278548,"NIPA like domain containing 4","NIPAL4","348938"
"ENSG00000164330",138.175426165247,2.74368955625127,0.195029611902183,14.0680665335445,5.96788082373007e-45,9.1524066160389e-44,"EBF transcription factor 1","EBF1","1879"
"ENSG00000170214",17.0391279710509,-2.4222212898604,0.533520181442455,-4.54007434791229,5.6234395459997e-06,1.67329400421853e-05,"adrenoceptor alpha 1B","ADRA1B","147"
"ENSG00000145861",18.9983305696761,-3.34282259705242,0.550373097038711,-6.07373909633032,1.24965704922769e-09,5.0142786799667e-09,"C1q and TNF related 2","C1QTNF2","114898"
"ENSG00000164611",280.216894109733,-2.7660722290239,0.135056743219126,-20.4808154194568,3.19268931285217e-93,1.25143231629828e-91,"PTTG1 regulator of sister chromatid separation, securin","PTTG1","9232"
"ENSG00000072571",206.177187110627,-3.25943932136688,0.171144582985735,-19.0449458843728,7.23607749938219e-81,2.25943453783675e-79,"hyaluronan mediated motility receptor","HMMR","3161"
"ENSG00000214357",96.7254694204388,-2.33147380793287,0.209480483716228,-11.1297900719534,8.98468508030055e-29,8.59846030606945e-28,"neuralized E3 ubiquitin protein ligase 1B","NEURL1B","54492"
"ENSG00000164379",17.6911305914125,3.76917117944768,0.662801914057479,5.68672343803885,1.29499918396107e-08,4.8523742576161e-08,"forkhead box Q1","FOXQ1","94234"
"ENSG00000197977",138.440519118398,-3.04177882976966,0.20516576742955,-14.8259569219516,9.95510708162073e-50,1.70404608790855e-48,"ELOVL fatty acid elongase 2","ELOVL2","54898"
"ENSG00000112186",594.764952135933,-2.53736074346002,0.10239345621543,-24.7804970868604,1.45499059393711e-135,1.11685684236694e-133,"cyclase associated actin cytoskeleton regulatory protein 2","CAP2","10486"
"ENSG00000124766",2576.65254960143,2.39228794576996,0.061708615181297,38.767487144891,0,0,"SRY-box transcription factor 4","SOX4","6659"
"ENSG00000275713",3.93648678658218,-2.8468163158687,1.13604388118413,-2.50590348050761,0.0122138955949067,0.0237247563900959,"H2B clustered histone 9","H2BC9","8345"
"ENSG00000137310",251.350826632731,-2.59517853322699,0.153882938328231,-16.8646281479984,8.19160046778985e-64,1.89228538705779e-62,"transcription factor 19","TCF19","6941"
"ENSG00000242574",12.2895100238672,2.56215145523054,0.618954244834247,4.13948442330607,3.48087233423038e-05,9.48790391379458e-05,"major histocompatibility complex, class II, DM beta","HLA-DMB","3109"
"ENSG00000237649",344.951209818618,-2.71783588359136,0.135925204407583,-19.9950840275488,6.07764366674784e-89,2.25622953049193e-87,"kinesin family member C1","KIFC1","3833"
"ENSG00000124493",6.71757539764396,3.03846019468938,0.9347489528526,3.25056282268819,0.00115176818397067,0.00262239448406608,"glutamate metabotropic receptor 4","GRM4","2914"
"ENSG00000065060",236.20897567444,-2.34338363672754,0.137984374467918,-16.9829638012555,1.09798485237079e-64,2.58087731327603e-63,"bridge-like lipid transfer protein family member 3A","BLTP3A","54887"
"ENSG00000172348",38.3626989252067,-2.26761382710486,0.33359209512012,-6.79756463140512,1.06402420216212e-11,4.9127784121132e-11,"regulator of calcineurin 2","RCAN2","10231"
"ENSG00000146072",1758.22981855472,2.05910888555034,0.0611321276797711,33.6829252261034,1.02810293778391e-248,2.97101590138417e-246,"TNF receptor superfamily member 21","TNFRSF21","27242"
"ENSG00000135298",1.3727249194834,3.82409716565569,1.72245958627842,2.22013752666216,0.0264094335197637,0.0479751301878809,"adhesion G protein-coupled receptor B3","ADGRB3","577"
"ENSG00000185760",79.8175803211215,-2.41292793289167,0.239540296900951,-10.0731608172357,7.26064318591249e-24,5.92838555534505e-23,"potassium voltage-gated channel subfamily Q member 5","KCNQ5","56479"
"ENSG00000112742",194.232777572403,-3.15940789674555,0.16975598017507,-18.6114674339439,2.59414365669264e-77,7.69265376505756e-76,"TTK protein kinase","TTK","7272"
"ENSG00000025039",5.53837810807071,3.91006306637271,1.21091434545501,3.22901704901636,0.00124216489298447,0.00281819984495154,"Ras related GTP binding D","RRAGD","58528"
"ENSG00000135333",12.098410886869,5.09290356094893,1.11095068521797,4.5842750976383,4.55564131852608e-06,1.36799188574648e-05,"EPH receptor A7","EPHA7","2045"
"ENSG00000057657",689.791384929011,2.83420145486981,0.101922368702903,27.8074527793926,3.52495005097138e-170,4.18957369767873e-168,"PR/SET domain 1","PRDM1","639"
"ENSG00000112297",163.54138957761,-2.59076399615141,0.171904630353325,-15.0709378265523,2.51517251936832e-51,4.46072353675696e-50,"crystallin beta-gamma domain containing 1","CRYBG1","202"
"ENSG00000196376",3.75194349493765,2.64114521435003,1.1346109680198,2.32779806364778,0.019922828954888,0.0371157442974515,"solute carrier family 35 member F1","SLC35F1","222553"
"ENSG00000146374",2.22141941977733,4.50382477465885,1.53797718269105,2.92840805790002,0.00340702580093291,0.00726667818439207,"R-spondin 3","RSPO3","84870"
"ENSG00000197594",381.182790486167,-3.06334361005129,0.123854621125931,-24.7333816227703,4.68015432632026e-135,3.5554698175932e-133,"ectonucleotide pyrophosphatase/phosphodiesterase 1","ENPP1","5167"
"ENSG00000118514",3.28032867563986,3.11904811071056,1.31750427951382,2.36739125573204,0.0179139835970615,0.0336798431245685,"aldehyde dehydrogenase 8 family member A1","ALDH8A1","64577"
"ENSG00000120279",6.23037622284854,-2.80450709567959,0.870827577884414,-3.2205079017971,0.00127963664985519,0.00289563717880637,"MYC target 1","MYCT1","80177"
"ENSG00000091844",494.500786591075,2.80821461979186,0.106412973431439,26.3897768217252,1.79527827125016e-153,1.70702007494741e-151,"regulator of G protein signaling 17","RGS17","26575"
"ENSG00000198719",11.0724117189139,2.80700801374468,0.684312459528491,4.10193906987866,4.09702172746161e-05,0.000111057396025987,"delta like canonical Notch ligand 1","DLL1","28514"
"ENSG00000005108",44.1708787387906,4.77726026989363,0.5391921520039,8.86003301817175,7.9990744412379e-19,5.24656693880571e-18,"thrombospondin type 1 domain containing 7A","THSD7A","221981"
"ENSG00000136244",275.682590826831,2.19103621706058,0.127063050564131,17.2436928543182,1.24803639656856e-66,3.04529145904427e-65,"interleukin 6","IL6","3569"
"ENSG00000197576",11.5656968001157,-2.25645573915276,0.594551302628249,-3.79522461590441,0.000147509847290468,0.000375929470753401,"homeobox A4","HOXA4","3201"
"ENSG00000106004",133.552068969642,-2.71531484465486,0.188146273202989,-14.4319353151648,3.25809009606309e-47,5.23639387522114e-46,"homeobox A5","HOXA5","3202"
"ENSG00000164619",256.743546135647,-2.00679508283303,0.135233667516403,-14.839463572114,8.14042966099986e-50,1.39666649992801e-48,"BMP binding endothelial regulator","BMPER","168667"
"ENSG00000011426",1596.87539052221,-3.15458442694676,0.195254342657193,-16.156283051206,1.02562171688761e-58,2.1593732662128e-57,"anillin, actin binding protein","ANLN","54443"
"ENSG00000078053",80.132513261961,-2.03443288893023,0.219700771491422,-9.26001704554625,2.04399578527218e-20,1.444815821743e-19,"amphiphysin","AMPH","273"
"ENSG00000015520",3.7631851157348,3.31185928873287,1.2647180398747,2.61865426467782,0.00882773670759839,0.0175767608209383,"NPC1 like intracellular cholesterol transporter 1","NPC1L1","29881"
"ENSG00000146674",3178.86104164133,-2.2074889188992,0.135068842787516,-16.3434354906846,4.84446441022232e-60,1.04688733838499e-58,"insulin like growth factor binding protein 3","IGFBP3","3486"
"ENSG00000158683",9.50063825125523,-2.50425203075323,0.695214673504898,-3.60212769694307,0.000315623245618526,0.000773342542631061,"polycystin 1 like 1, transient receptor potential channel interacting","PKD1L1","168507"
"ENSG00000188372",4.49334552276318,-2.66445654713154,1.01959463873398,-2.61325084098125,0.00896854508295782,0.0178186057471869,"zona pellucida glycoprotein 3","ZP3","7784"
"ENSG00000105825",8418.09761877604,2.22774893158966,0.169181103119888,13.1678354763475,1.34395687794082e-39,1.78927158690982e-38,"tissue factor pathway inhibitor 2","TFPI2","7980"
"ENSG00000127920",2352.92723869813,2.10488854243808,0.0685910537341637,30.6875084700687,8.35466517504074e-207,1.64174740466334e-204,"G protein subunit gamma 11","GNG11","2791"
"ENSG00000004799",97.2602338299486,8.11744355045262,1.03742050531126,7.82464151122319,5.09105565468246e-15,2.79865640577061e-14,"pyruvate dehydrogenase kinase 4","PDK4","5166"
"ENSG00000158560",10.2700071433032,3.14953727775161,0.74430750818397,4.23150007640812,2.32137915576525e-05,6.45762287611708e-05,"dynein cytoplasmic 1 intermediate chain 1","DYNC1I1","1780"
"ENSG00000070669",959.561594045913,-2.1388580617598,0.0878714946867844,-24.340749743517,7.26431584728831e-131,5.17205251001619e-129,"asparagine synthetase (glutamine-hydrolyzing)","ASNS","440"
"ENSG00000189056",1627.76146781533,-3.12240029434526,0.144982250332827,-21.5364314402443,7.09679397688226e-103,3.24821582705872e-101,"reelin","RELN","5649"
"ENSG00000105989",21.5386085061283,-2.11536945969924,0.435962598812978,-4.85218104823415,1.22111069405786e-06,3.88113430904747e-06,"Wnt family member 2","WNT2","7472"
"ENSG00000184408",85.5648908725402,4.79223323238762,0.384653638921388,12.4585672602125,1.25606933473659e-35,1.49894330812533e-34,"potassium voltage-gated channel subfamily D member 2","KCND2","3751"
"ENSG00000002745",348.823885685684,2.60025229683092,0.135883636502417,19.1358751043189,1.26930034367996e-81,3.98020180109687e-80,"Wnt family member 16","WNT16","51384"
"ENSG00000106484",2093.24886892985,-2.44600513949215,0.181853569898968,-13.4504103540616,3.06168486845384e-41,4.27707218874622e-40,"mesoderm specific transcript","MEST","4232"
"ENSG00000189320",37.586757734365,-2.06185063996603,0.336835683099306,-6.12123579365005,9.28523795751844e-10,3.76260206263147e-09,"family with sequence similarity 180 member A","FAM180A","389558"
"ENSG00000157680",1359.0634938634,2.54493702368437,0.0693613893225779,36.6909753183961,1.01726618401129e-294,5.35445322141374e-292,"diacylglycerol kinase iota","DGKI","9162"
"ENSG00000059377",647.559048040463,2.02879434911746,0.0975269950304127,20.8023875695627,4.11791863890749e-96,1.69524818157035e-94,"thromboxane A synthase 1","TBXAS1","6916"
"ENSG00000055118",33.8253112795313,-2.25618872305765,0.360734960990743,-6.25442212992365,3.98990476815947e-10,1.6625167224522e-09,"potassium voltage-gated channel subfamily H member 2","KCNH2","3757"
"ENSG00000196584",49.7213807729217,-2.10623178951579,0.287233733958057,-7.33281484905025,2.2536819898457e-13,1.13944305887979e-12,"X-ray repair cross complementing 2","XRCC2","7516"
"ENSG00000186480",2070.26356084303,2.59794153305796,0.119731649124338,21.6980351649551,2.14118355083264e-104,1.00499245771247e-102,"insulin induced gene 1","INSIG1","3638"
"ENSG00000164690",7.77495369285953,2.14673269591621,0.743116137517167,2.88882529598763,0.00386683843313849,0.00817053259176991,"sonic hedgehog signaling molecule","SHH","6469"
"ENSG00000146918",411.384817035459,-2.38462725743113,0.11251410656069,-21.19402917842,1.08411388552904e-99,4.79809923271081e-98,"non-SMC condensin II complex subunit G2","NCAPG2","54892"
"ENSG00000101825",1024.97040543336,3.28766304153759,0.0909710037522455,36.1396808426052,5.4039161036661e-286,2.21230320932864e-283,"matrix remodeling associated 5","MXRA5","25878"
"ENSG00000126010",77.7866747405693,-2.84408370922683,0.251287585252051,-11.3180430556253,1.06830056883941e-29,1.05315142364918e-28,"gastrin releasing peptide receptor","GRPR","2925"
"ENSG00000102098",22.396392077351,-2.44380390615843,0.442787572663979,-5.51913390761077,3.40674526532456e-08,1.23453680158233e-07,"Scm polycomb group protein like 2","SCML2","10389"
"ENSG00000189221",5.6792187186349,-2.37228330483469,0.866252243312377,-2.73855949366844,0.00617089942325144,0.0126052274012307,"monoamine oxidase A","MAOA","4128"
"ENSG00000130052",41.4878523991622,-2.50136973086177,0.325359871433017,-7.68800934130173,1.49441901565984e-14,8.05586958770839e-14,"StAR related lipid transfer domain containing 8","STARD8","9754"
"ENSG00000090889",306.183799947627,-3.24452209879661,0.148378652115598,-21.8665020374284,5.41534371584384e-106,2.59127713260086e-104,"kinesin family member 4A","KIF4A","24137"
"ENSG00000147166",4.62206502198582,-2.33297492193361,0.973242141374073,-2.39711662982431,0.0165246629853484,0.0312873179699466,"integrin subunit beta 1 binding protein 2","ITGB1BP2","26548"
"ENSG00000186871",93.40046139122,-3.01092162000326,0.244990199998204,-12.2899675988073,1.0254712637227e-34,1.19568002252731e-33,"ERCC excision repair 6 like, spindle assembly checkpoint helicase","ERCC6L","54821"
"ENSG00000179300",4.49828930855356,-3.74422113823437,1.2351670413093,-3.03134799829618,0.00243464468707654,0.00530246688312902,"retrotransposon Gag like 3","RTL3","203430"
"ENSG00000102271",27.7551434858917,-2.75820128720384,0.414910183249124,-6.64770689792335,2.97694363710511e-11,1.33640558402848e-10,"kelch like family member 4","KLHL4","56062"
"ENSG00000165194",10.291624711491,4.83508113394455,1.12095374483219,4.31336364790716,1.6078932049595e-05,4.55014017947255e-05,"protocadherin 19","PCDH19","57526"
"ENSG00000182489",25.8137008067768,2.06302628441159,0.4063697360498,5.07672225905811,3.84001551545609e-07,1.27983149404776e-06,"XK related X-linked","XKRX","402415"
